MC_PITCHRATE_P,MC_PITCH_P,MC_ROLLRATE_P,MC_ROLL_P,MC_PITCHRATE_D,MC_PITCHRATE_I,MC_PITCHRATE_K,MC_ROLLRATE_D,MC_ROLLRATE_I,MC_ROLLRATE_K,MC_PITCHRATE_MAX,MPC_THR_MAX,MPC_THR_MIN,MC_YAWRATE_P,MC_YAWRATE_I,MC_YAWRATE_D,MC_YAWRATE_K,COM_ARM_IMU_ACC,COM_ARM_IMU_GYR,MC_PITCHRATE_FF,MC_ROLLRATE_FF,MC_ROLLRATE_MAX,MC_YAWRATE_FF,MC_YAW_P,MIS_YAW_ERR,MPC_TILTMAX_AIR,MPC_XY_P,MPC_Z_P,COM_POS_FS_EPH,EKF2_ABL_LIM,MOT_SLEW_MAX,COM_VEL_FS_EVH,MC_PR_INT_LIM,MPC_ACC_HOR,MPC_ACC_HOR_MAX,MPC_XY_VEL_I_ACC,MPC_Z_VEL_D_ACC,MC_YAW_WEIGHT,MPC_Z_VEL_MAX_DN,MPC_Z_VEL_MAX_UP,MPC_TKO_SPEED,MPC_XY_VEL_P_ACC,MPC_Z_VEL_P_ACC,MPC_XY_VEL_MAX,MPC_XY_CRUISE,MPC_LAND_SPEED,MPC_ACC_UP_MAX,MPC_JERK_AUTO,MPC_JERK_MAX,MPC_TILTMAX_LND,outcome,takeoff,feature_model_string,Trial
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,50.5,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__50.5;,Run One
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,3,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,12,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__3;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,10,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,12,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__10;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,4.25,12,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__4.25;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,254,12,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__254;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,89,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__89;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,0.5,12,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__0.5;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.2,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,12,success,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.2;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,0,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,12,fail,takeoff_failed,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,4,8,12,fail,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,0.7,4,1,8,12,fail,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__0.7;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__1;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
0.15,6.5,0.15,6.5,0.003,0.2,1,0.003,0.2,1,220,1,0.12,0.2,0.1,0,1,0.7,0.25,0,0,220,0,2.8,12,45,0.95,1,5,0.4,0,1,0.3,3,5,0.4,0,0.4,1,3,1.5,1.8,4,12,5,4.35,4,4,8,12,fail,takeoff_succeeded,MC_PITCHRATE_P__0.15;MC_PITCH_P__6.5;MC_ROLLRATE_P__0.15;MC_ROLL_P__6.5;MC_PITCHRATE_D__0.003;MC_PITCHRATE_I__0.2;MC_PITCHRATE_K__1.0;MC_ROLLRATE_D__0.003;MC_ROLLRATE_I__0.2;MC_ROLLRATE_K__1.0;MC_PITCHRATE_MAX__220.0;MPC_THR_MAX__1.0;MPC_THR_MIN__0.12;MC_YAWRATE_P__0.2;MC_YAWRATE_I__0.1;MC_YAWRATE_D__0.0;MC_YAWRATE_K__1.0;COM_ARM_IMU_ACC__0.7;COM_ARM_IMU_GYR__0.25;MC_PITCHRATE_FF__0.0;MC_ROLLRATE_FF__0.0;MC_ROLLRATE_MAX__220.0;MC_YAWRATE_FF__0.0;MC_YAW_P__2.8;MIS_YAW_ERR__12.0;MPC_TILTMAX_AIR__45.0;MPC_XY_P__0.95;MPC_Z_P__1.0;COM_POS_FS_EPH__5.0;EKF2_ABL_LIM__0.4;MOT_SLEW_MAX__0.0;COM_VEL_FS_EVH__1.0;MC_PR_INT_LIM__0.3;MPC_ACC_HOR__3.0;MPC_ACC_HOR_MAX__5.0;MPC_XY_VEL_I_ACC__0.4;MPC_Z_VEL_D_ACC__0.0;MC_YAW_WEIGHT__0.4;MPC_Z_VEL_MAX_DN__1.0;MPC_Z_VEL_MAX_UP__3.0;MPC_TKO_SPEED__1.5;MPC_XY_VEL_P_ACC__1.8;MPC_Z_VEL_P_ACC__4.0;MPC_XY_VEL_MAX__12.0;MPC_XY_CRUISE__5.0;MPC_LAND_SPEED__4.35;MPC_ACC_UP_MAX__4.0;MPC_JERK_AUTO__4.0;MPC_JERK_MAX__8.0;MPC_TILTMAX_LND__12.0;,Run Two
